"75.W_SIC.M0","75.W_SIC.M1","75.W_SIC.M2","75.W_SST.M0","75.W_SST.M1","75.W_SST.M2","300.W_SIC.M0","300.W_SIC.M1","300.W_SIC.M2","300.W_SST.M0","300.W_SST.M1","300.W_SST.M2","DATE"
0.0824,0.0857,0.0874,4.7277,4.823,4.8709,0.0339,0.0357,0.0377,3.8249,3.8316,3.806,1981-09-15
0.0736,0.0824,0.0857,4.5388,4.7277,4.823,0.0319,0.0339,0.0357,3.6396,3.8249,3.8316,1981-09-16
0.0647,0.0736,0.0824,4.0701,4.5388,4.7277,0.0306,0.0319,0.0339,3.3444,3.6396,3.8249,1981-09-17
0.0677,0.0647,0.0736,3.8664,4.0701,4.5388,0.0305,0.0306,0.0319,3.2508,3.3444,3.6396,1981-09-18
0.0617,0.0677,0.0647,4.471,3.8664,4.0701,0.0293,0.0305,0.0306,3.4367,3.2508,3.3444,1981-09-19
0.0429,0.0617,0.0677,4.5099,4.471,3.8664,0.0262,0.0293,0.0305,3.3747,3.4367,3.2508,1981-09-20
0.0353,0.0429,0.0617,4.7158,4.5099,4.471,0.0255,0.0262,0.0293,3.3504,3.3747,3.4367,1981-09-21
0.0281,0.0353,0.0429,4.6657,4.7158,4.5099,0.0246,0.0255,0.0262,3.3733,3.3504,3.3747,1981-09-22
0.0356,0.0281,0.0353,4.1577,4.6657,4.7158,0.0289,0.0246,0.0255,3.2827,3.3733,3.3504,1981-09-23
0.0421,0.0356,0.0281,4.0955,4.1577,4.6657,0.0326,0.0289,0.0246,3.1256,3.2827,3.3733,1981-09-24
0,0.0421,0.0356,4.2167,4.0955,4.1577,0,0.0326,0.0289,3.135,3.1256,3.2827,1981-09-25
0.0159,0,0.0421,4.1799,4.2167,4.0955,0.0271,0,0.0326,3.0868,3.135,3.1256,1981-09-26
0.0252,0.0159,0,3.7094,4.1799,4.2167,0.0287,0.0271,0,2.6774,3.0868,3.135,1981-09-27
0.0335,0.0252,0.0159,3.2276,3.7094,4.1799,0.031,0.0287,0.0271,2.5622,2.6774,3.0868,1981-09-28
0.0385,0.0335,0.0252,3.2593,3.2276,3.7094,0.028,0.031,0.0287,2.5454,2.5622,2.6774,1981-09-29
0.0275,0.0385,0.0335,3.469,3.2593,3.2276,0.0236,0.028,0.031,2.6646,2.5454,2.5622,1981-09-30
0.022,0.0275,0.0385,3.7814,3.469,3.2593,0.0208,0.0236,0.028,2.745,2.6646,2.5454,1981-10-01
0.0266,0.022,0.0275,3.8267,3.7814,3.469,0.0233,0.0208,0.0236,2.7629,2.745,2.6646,1981-10-02
0.0201,0.0266,0.022,3.5669,3.8267,3.7814,0.0226,0.0233,0.0208,2.5955,2.7629,2.745,1981-10-03
0.0133,0.0201,0.0266,3.2762,3.5669,3.8267,0.0195,0.0226,0.0233,2.6775,2.5955,2.7629,1981-10-04
0.0133,0.0133,0.0201,3.2647,3.2762,3.5669,0.0184,0.0195,0.0226,2.8646,2.6775,2.5955,1981-10-05
0.0129,0.0133,0.0133,3.2931,3.2647,3.2762,0.0199,0.0184,0.0195,2.7685,2.8646,2.6775,1981-10-06
0.0167,0.0129,0.0133,3.1745,3.2931,3.2647,0.0204,0.0199,0.0184,2.4617,2.7685,2.8646,1981-10-07
0.0196,0.0167,0.0129,3.2918,3.1745,3.2931,0.0197,0.0204,0.0199,2.7336,2.4617,2.7685,1981-10-08
0.0367,0.0196,0.0167,3.2167,3.2918,3.1745,0.0251,0.0197,0.0204,2.6968,2.7336,2.4617,1981-10-09
0.057,0.0367,0.0196,2.6276,3.2167,3.2918,0.0293,0.0251,0.0197,2.4268,2.6968,2.7336,1981-10-10
0.0393,0.057,0.0367,2.4347,2.6276,3.2167,0.0252,0.0293,0.0251,2.2631,2.4268,2.6968,1981-10-11
0.0538,0.0393,0.057,1.9786,2.4347,2.6276,0.031,0.0252,0.0293,1.8442,2.2631,2.4268,1981-10-12
0.055,0.0538,0.0393,2.0856,1.9786,2.4347,0.0277,0.031,0.0252,1.7759,1.8442,2.2631,1981-10-13
0.0441,0.055,0.0538,2.3577,2.0856,1.9786,0.0249,0.0277,0.031,1.822,1.7759,1.8442,1981-10-14
0.0552,0.0441,0.055,2.5506,2.3577,2.0856,0.0271,0.0249,0.0277,1.9444,1.822,1.7759,1981-10-15
0.0547,0.0552,0.0441,2.4601,2.5506,2.3577,0.0251,0.0271,0.0249,1.9779,1.9444,1.822,1981-10-16
0.0384,0.0547,0.0552,2.2129,2.4601,2.5506,0.026,0.0251,0.0271,1.9454,1.9779,1.9444,1981-10-17
0.0469,0.0384,0.0547,2.0901,2.2129,2.4601,0.0301,0.026,0.0251,1.8913,1.9454,1.9779,1981-10-18
0.0477,0.0469,0.0384,1.7969,2.0901,2.2129,0.0304,0.0301,0.026,1.4696,1.8913,1.9454,1981-10-19
0.0348,0.0477,0.0469,2.2054,1.7969,2.0901,0.0326,0.0304,0.0301,1.4559,1.4696,1.8913,1981-10-20
0.0424,0.0348,0.0477,2.255,2.2054,1.7969,0.032,0.0326,0.0304,1.5833,1.4559,1.4696,1981-10-21
0.035,0.0424,0.0348,2.2272,2.255,2.2054,0.0314,0.032,0.0326,1.5353,1.5833,1.4559,1981-10-22
0.0243,0.035,0.0424,2.2111,2.2272,2.255,0.0231,0.0314,0.032,1.4659,1.5353,1.5833,1981-10-23
0.0365,0.0243,0.035,2.1625,2.2111,2.2272,0.0223,0.0231,0.0314,1.4455,1.4659,1.5353,1981-10-24
0.0367,0.0365,0.0243,2.0172,2.1625,2.2111,0.024,0.0223,0.0231,1.3885,1.4455,1.4659,1981-10-25
0.0359,0.0367,0.0365,2.153,2.0172,2.1625,0.0223,0.024,0.0223,1.3038,1.3885,1.4455,1981-10-26
0.027,0.0359,0.0367,2.0698,2.153,2.0172,0.0201,0.0223,0.024,1.2962,1.3038,1.3885,1981-10-27
0.0194,0.027,0.0359,1.8995,2.0698,2.153,0.0176,0.0201,0.0223,1.2124,1.2962,1.3038,1981-10-28
0.0285,0.0194,0.027,1.5591,1.8995,2.0698,0.0191,0.0176,0.0201,1.0751,1.2124,1.2962,1981-10-29
0.0365,0.0285,0.0194,1.469,1.5591,1.8995,0.0224,0.0191,0.0176,0.9279,1.0751,1.2124,1981-10-30
0.03,0.0365,0.0285,1.4764,1.469,1.5591,0.0246,0.0224,0.0191,0.8771,0.9279,1.0751,1981-10-31
0.0257,0.03,0.0365,1.4722,1.4764,1.469,0.0251,0.0246,0.0224,1.0235,0.8771,0.9279,1981-11-01
0.0221,0.0257,0.03,1.4583,1.4722,1.4764,0.0226,0.0251,0.0246,1.0469,1.0235,0.8771,1981-11-02
0.0255,0.0221,0.0257,1.5832,1.4583,1.4722,0.0248,0.0226,0.0251,1.0642,1.0469,1.0235,1981-11-03
0.0451,0.0255,0.0221,1.6156,1.5832,1.4583,0.0262,0.0248,0.0226,1.0182,1.0642,1.0469,1981-11-04
0.0247,0.0451,0.0255,1.3652,1.6156,1.5832,0.0259,0.0262,0.0248,0.9033,1.0182,1.0642,1981-11-05
0.0321,0.0247,0.0451,1.2082,1.3652,1.6156,0.0284,0.0259,0.0262,0.7546,0.9033,1.0182,1981-11-06
0.0485,0.0321,0.0247,1.3079,1.2082,1.3652,0.0306,0.0284,0.0259,0.6494,0.7546,0.9033,1981-11-07
0.0603,0.0485,0.0321,1.3251,1.3079,1.2082,0.034,0.0306,0.0284,0.6464,0.6494,0.7546,1981-11-08
0.0846,0.0603,0.0485,0.8196,1.3251,1.3079,0.038,0.034,0.0306,0.5577,0.6464,0.6494,1981-11-09
0.0968,0.0846,0.0603,0.9448,0.8196,1.3251,0.0382,0.038,0.034,0.578,0.5577,0.6464,1981-11-10
0.1006,0.0968,0.0846,0.9574,0.9448,0.8196,0.0411,0.0382,0.038,0.4962,0.578,0.5577,1981-11-11
0.0702,0.1006,0.0968,0.8134,0.9574,0.9448,0.0417,0.0411,0.0382,0.2903,0.4962,0.578,1981-11-12
0.0889,0.0702,0.1006,0.9633,0.8134,0.9574,0.0488,0.0417,0.0411,0.3936,0.2903,0.4962,1981-11-13
0.0524,0.0889,0.0702,0.9749,0.9633,0.8134,0.0534,0.0488,0.0417,0.4918,0.3936,0.2903,1981-11-14
0.0142,0.0524,0.0889,0.7206,0.9749,0.9633,0.0551,0.0534,0.0488,0.4127,0.4918,0.3936,1981-11-15
0.0127,0.0142,0.0524,0.2815,0.7206,0.9749,0.066,0.0551,0.0534,0.3123,0.4127,0.4918,1981-11-16
0.0057,0.0127,0.0142,0.2499,0.2815,0.7206,0.0744,0.066,0.0551,0.3071,0.3123,0.4127,1981-11-17
0.0177,0.0057,0.0127,0.2686,0.2499,0.2815,0.0985,0.0744,0.066,0.1403,0.3071,0.3123,1981-11-18
0.0169,0.0177,0.0057,0.1957,0.2686,0.2499,0.1146,0.0985,0.0744,0.0551,0.1403,0.3071,1981-11-19
0.016,0.0169,0.0177,0.1439,0.1957,0.2686,0.1191,0.1146,0.0985,0.0639,0.0551,0.1403,1981-11-20
0.0215,0.016,0.0169,0.1495,0.1439,0.1957,0.1366,0.1191,0.1146,-0.0349,0.0639,0.0551,1981-11-21
0.0184,0.0215,0.016,0.3569,0.1495,0.1439,0.1426,0.1366,0.1191,-0.062,-0.0349,0.0639,1981-11-22
0.0184,0.0184,0.0215,0.4251,0.3569,0.1495,0.1468,0.1426,0.1366,-0.0795,-0.062,-0.0349,1981-11-23
0.0169,0.0184,0.0184,0.4317,0.4251,0.3569,0.1688,0.1468,0.1426,-0.0442,-0.0795,-0.062,1981-11-24
0.0125,0.0169,0.0184,0.1006,0.4317,0.4251,0.1835,0.1688,0.1468,-0.091,-0.0442,-0.0795,1981-11-25
0.0133,0.0125,0.0169,0.1389,0.1006,0.4317,0.1899,0.1835,0.1688,-0.1103,-0.091,-0.0442,1981-11-26
0.0127,0.0133,0.0125,0.2477,0.1389,0.1006,0.2026,0.1899,0.1835,-0.0468,-0.1103,-0.091,1981-11-27
0.0102,0.0127,0.0133,0.4596,0.2477,0.1389,0.2048,0.2026,0.1899,0.0156,-0.0468,-0.1103,1981-11-28
0.014,0.0102,0.0127,0.3922,0.4596,0.2477,0.2113,0.2048,0.2026,-0.0838,0.0156,-0.0468,1981-11-29
0.0337,0.014,0.0102,-0.0489,0.3922,0.4596,0.2191,0.2113,0.2048,-0.0952,-0.0838,0.0156,1981-11-30
0.0529,0.0337,0.014,-0.0851,-0.0489,0.3922,0.2207,0.2191,0.2113,-0.0828,-0.0952,-0.0838,1981-12-01
0.0646,0.0529,0.0337,-0.0912,-0.0851,-0.0489,0.2235,0.2207,0.2191,-0.0935,-0.0828,-0.0952,1981-12-02
0.0745,0.0646,0.0529,-0.0015,-0.0912,-0.0851,0.2384,0.2235,0.2207,-0.0218,-0.0935,-0.0828,1981-12-03
0.0554,0.0745,0.0646,-0.054,-0.0015,-0.0912,0.2373,0.2384,0.2235,-0.128,-0.0218,-0.0935,1981-12-04
0.0784,0.0554,0.0745,0.0364,-0.054,-0.0015,0.242,0.2373,0.2384,-0.1995,-0.128,-0.0218,1981-12-05
0.083,0.0784,0.0554,-0.0742,0.0364,-0.054,0.2465,0.242,0.2373,-0.1773,-0.1995,-0.128,1981-12-06
0.075,0.083,0.0784,-0.0944,-0.0742,0.0364,0.2504,0.2465,0.242,-0.1673,-0.1773,-0.1995,1981-12-07
0.0922,0.075,0.083,-0.0078,-0.0944,-0.0742,0.2469,0.2504,0.2465,-0.2096,-0.1673,-0.1773,1981-12-08
0.0972,0.0922,0.075,0.0833,-0.0078,-0.0944,0.2538,0.2469,0.2504,-0.2252,-0.2096,-0.1673,1981-12-09
0.0768,0.0972,0.0922,0.0687,0.0833,-0.0078,0.2394,0.2538,0.2469,-0.2522,-0.2252,-0.2096,1981-12-10
0.1025,0.0768,0.0972,0.0675,0.0687,0.0833,0.2348,0.2394,0.2538,-0.28,-0.2522,-0.2252,1981-12-11
0.0875,0.1025,0.0768,0.0477,0.0675,0.0687,0.247,0.2348,0.2394,-0.3277,-0.28,-0.2522,1981-12-12
0.0767,0.0875,0.1025,-0.0712,0.0477,0.0675,0.2439,0.247,0.2348,-0.3894,-0.3277,-0.28,1981-12-13
0.0576,0.0767,0.0875,-0.1284,-0.0712,0.0477,0.2689,0.2439,0.247,-0.3772,-0.3894,-0.3277,1981-12-14
0.0411,0.0576,0.0767,-0.3378,-0.1284,-0.0712,0.2853,0.2689,0.2439,-0.3214,-0.3772,-0.3894,1981-12-15
0.0593,0.0411,0.0576,-0.5104,-0.3378,-0.1284,0.3326,0.2853,0.2689,-0.4381,-0.3214,-0.3772,1981-12-16
0.0687,0.0593,0.0411,-0.4436,-0.5104,-0.3378,0.3793,0.3326,0.2853,-0.5053,-0.4381,-0.3214,1981-12-17
0.1158,0.0687,0.0593,-0.3147,-0.4436,-0.5104,0.387,0.3793,0.3326,-0.3801,-0.5053,-0.4381,1981-12-18
0.1624,0.1158,0.0687,-0.2823,-0.3147,-0.4436,0.427,0.387,0.3793,-0.2281,-0.3801,-0.5053,1981-12-19
0.1649,0.1624,0.1158,-0.3033,-0.2823,-0.3147,0.4235,0.427,0.387,-0.1607,-0.2281,-0.3801,1981-12-20
0.1897,0.1649,0.1624,-0.274,-0.3033,-0.2823,0.4267,0.4235,0.427,-0.0899,-0.1607,-0.2281,1981-12-21
0.2201,0.1897,0.1649,-0.8053,-0.274,-0.3033,0.4496,0.4267,0.4235,-0.3338,-0.0899,-0.1607,1981-12-22
0.2107,0.2201,0.1897,-0.8741,-0.8053,-0.274,0.4395,0.4496,0.4267,-0.5436,-0.3338,-0.0899,1981-12-23
0.2248,0.2107,0.2201,-0.7054,-0.8741,-0.8053,0.4528,0.4395,0.4496,-0.4626,-0.5436,-0.3338,1981-12-24
0.2482,0.2248,0.2107,-0.6309,-0.7054,-0.8741,0.4802,0.4528,0.4395,-0.4634,-0.4626,-0.5436,1981-12-25
0.2605,0.2482,0.2248,-0.2627,-0.6309,-0.7054,0.4883,0.4802,0.4528,-0.3501,-0.4634,-0.4626,1981-12-26
0.2942,0.2605,0.2482,-0.253,-0.2627,-0.6309,0.496,0.4883,0.4802,-0.3598,-0.3501,-0.4634,1981-12-27
0.3039,0.2942,0.2605,-0.3098,-0.253,-0.2627,0.5195,0.496,0.4883,-0.3795,-0.3598,-0.3501,1981-12-28
0.2879,0.3039,0.2942,-0.2952,-0.3098,-0.253,0.5185,0.5195,0.496,-0.3788,-0.3795,-0.3598,1981-12-29
0.2879,0.2879,0.3039,-0.3206,-0.2952,-0.3098,0.5185,0.5185,0.5195,-0.3832,-0.3788,-0.3795,1981-12-30
0.3014,0.2879,0.2879,-0.4854,-0.3206,-0.2952,0.5419,0.5185,0.5185,-0.5444,-0.3832,-0.3788,1981-12-31
0.4913,0.3014,0.2879,-0.1879,-0.4854,-0.3206,0.5795,0.5419,0.5185,-0.5358,-0.5444,-0.3832,1982-01-01
0.4913,0.4913,0.3014,-0.2501,-0.1879,-0.4854,0.5795,0.5795,0.5419,-0.5351,-0.5358,-0.5444,1982-01-02
0.4387,0.4913,0.4913,0.018,-0.2501,-0.1879,0.5736,0.5795,0.5795,-0.4581,-0.5351,-0.5358,1982-01-03
0.4387,0.4387,0.4913,0.1709,0.018,-0.2501,0.5736,0.5736,0.5795,-0.4206,-0.4581,-0.5351,1982-01-04
0.4183,0.4387,0.4387,0.2524,0.1709,0.018,0.5521,0.5736,0.5736,-0.3805,-0.4206,-0.4581,1982-01-05
0.3984,0.4183,0.4387,0.3122,0.2524,0.1709,0.5461,0.5521,0.5736,-0.2848,-0.3805,-0.4206,1982-01-06
0.3896,0.3984,0.4183,0.3681,0.3122,0.2524,0.4732,0.5461,0.5521,-0.0978,-0.2848,-0.3805,1982-01-07
0.379,0.3896,0.3984,0.1452,0.3681,0.3122,0.4009,0.4732,0.5461,-0.0302,-0.0978,-0.2848,1982-01-08
0.3842,0.379,0.3896,-0.2022,0.1452,0.3681,0.42,0.4009,0.4732,-0.1247,-0.0302,-0.0978,1982-01-09
0.3787,0.3842,0.379,-0.0611,-0.2022,0.1452,0.3893,0.42,0.4009,-0.1621,-0.1247,-0.0302,1982-01-10
0.41,0.3787,0.3842,0.0918,-0.0611,-0.2022,0.4234,0.3893,0.42,-0.1621,-0.1621,-0.1247,1982-01-11
0.4178,0.41,0.3787,0.0945,0.0918,-0.0611,0.4447,0.4234,0.3893,-0.1651,-0.1621,-0.1621,1982-01-12
0.4576,0.4178,0.41,0.0234,0.0945,0.0918,0.5099,0.4447,0.4234,-0.2881,-0.1651,-0.1621,1982-01-13
0.4971,0.4576,0.4178,-0.12,0.0234,0.0945,0.5752,0.5099,0.4447,-0.45,-0.2881,-0.1651,1982-01-14
0.5112,0.4971,0.4576,-0.2036,-0.12,0.0234,0.604,0.5752,0.5099,-0.5374,-0.45,-0.2881,1982-01-15
0.5261,0.5112,0.4971,-0.2871,-0.2036,-0.12,0.6334,0.604,0.5752,-0.6394,-0.5374,-0.45,1982-01-16
0.5375,0.5261,0.5112,-0.3527,-0.2871,-0.2036,0.6451,0.6334,0.604,-0.6529,-0.6394,-0.5374,1982-01-17
0.5494,0.5375,0.5261,-0.3901,-0.3527,-0.2871,0.6615,0.6451,0.6334,-0.653,-0.6529,-0.6394,1982-01-18
0.5307,0.5494,0.5375,-0.3536,-0.3901,-0.3527,0.6647,0.6615,0.6451,-0.6519,-0.653,-0.6529,1982-01-19
0.549,0.5307,0.5494,-0.4098,-0.3536,-0.3901,0.6752,0.6647,0.6615,-0.7071,-0.6519,-0.653,1982-01-20
0.5447,0.549,0.5307,-0.401,-0.4098,-0.3536,0.6837,0.6752,0.6647,-0.7686,-0.7071,-0.6519,1982-01-21
0.5328,0.5447,0.549,-0.3472,-0.401,-0.4098,0.6844,0.6837,0.6752,-0.7748,-0.7686,-0.7071,1982-01-22
0.5254,0.5328,0.5447,-0.3466,-0.3472,-0.401,0.6966,0.6844,0.6837,-0.793,-0.7748,-0.7686,1982-01-23
0.5149,0.5254,0.5328,-0.3378,-0.3466,-0.3472,0.7061,0.6966,0.6844,-0.8106,-0.793,-0.7748,1982-01-24
0.5148,0.5149,0.5254,-0.2774,-0.3378,-0.3466,0.705,0.7061,0.6966,-0.8151,-0.8106,-0.793,1982-01-25
0.5282,0.5148,0.5149,-0.3328,-0.2774,-0.3378,0.7187,0.705,0.7061,-0.8606,-0.8151,-0.8106,1982-01-26
0.5386,0.5282,0.5148,-0.4185,-0.3328,-0.2774,0.7212,0.7187,0.705,-0.8914,-0.8606,-0.8151,1982-01-27
0.5291,0.5386,0.5282,-0.3993,-0.4185,-0.3328,0.7182,0.7212,0.7187,-0.8975,-0.8914,-0.8606,1982-01-28
0.5586,0.5291,0.5386,-0.4986,-0.3993,-0.4185,0.7303,0.7182,0.7212,-0.9413,-0.8975,-0.8914,1982-01-29
0.5887,0.5586,0.5291,-0.6406,-0.4986,-0.3993,0.7351,0.7303,0.7182,-0.9964,-0.9413,-0.8975,1982-01-30
0.6085,0.5887,0.5586,-0.7953,-0.6406,-0.4986,0.7489,0.7351,0.7303,-1.0723,-0.9964,-0.9413,1982-01-31
0.6287,0.6085,0.5887,-0.8747,-0.7953,-0.6406,0.7615,0.7489,0.7351,-1.1157,-1.0723,-0.9964,1982-02-01
0.6578,0.6287,0.6085,-1.0011,-0.8747,-0.7953,0.7769,0.7615,0.7489,-1.1772,-1.1157,-1.0723,1982-02-02
0.6799,0.6578,0.6287,-1.1212,-1.0011,-0.8747,0.7859,0.7769,0.7615,-1.2416,-1.1772,-1.1157,1982-02-03
0.7193,0.6799,0.6578,-1.2947,-1.1212,-1.0011,0.8166,0.7859,0.7769,-1.3675,-1.2416,-1.1772,1982-02-04
0.7582,0.7193,0.6799,-1.4564,-1.2947,-1.1212,0.8475,0.8166,0.7859,-1.4942,-1.3675,-1.2416,1982-02-05
0.7732,0.7582,0.7193,-1.5401,-1.4564,-1.2947,0.8623,0.8475,0.8166,-1.5728,-1.4942,-1.3675,1982-02-06
0.7873,0.7732,0.7582,-1.5998,-1.5401,-1.4564,0.8778,0.8623,0.8475,-1.628,-1.5728,-1.4942,1982-02-07
0.7917,0.7873,0.7732,-1.6302,-1.5998,-1.5401,0.8728,0.8778,0.8623,-1.6266,-1.628,-1.5728,1982-02-08
0.801,0.7917,0.7873,-1.6629,-1.6302,-1.5998,0.8791,0.8728,0.8778,-1.6412,-1.6266,-1.628,1982-02-09
0.8012,0.801,0.7917,-1.6742,-1.6629,-1.6302,0.8763,0.8791,0.8728,-1.6338,-1.6412,-1.6266,1982-02-10
0.8029,0.8012,0.801,-1.6884,-1.6742,-1.6629,0.8725,0.8763,0.8791,-1.6256,-1.6338,-1.6412,1982-02-11
0.8103,0.8029,0.8012,-1.7093,-1.6884,-1.6742,0.8796,0.8725,0.8763,-1.6435,-1.6256,-1.6338,1982-02-12
0.8048,0.8103,0.8029,-1.7082,-1.7093,-1.6884,0.8761,0.8796,0.8725,-1.6387,-1.6435,-1.6256,1982-02-13
0.8163,0.8048,0.8103,-1.743,-1.7082,-1.7093,0.8774,0.8761,0.8796,-1.648,-1.6387,-1.6435,1982-02-14
0.8273,0.8163,0.8048,-1.7776,-1.743,-1.7082,0.8855,0.8774,0.8761,-1.6654,-1.648,-1.6387,1982-02-15
0.8201,0.8273,0.8163,-1.7691,-1.7776,-1.743,0.872,0.8855,0.8774,-1.6307,-1.6654,-1.648,1982-02-16
0.8273,0.8201,0.8273,-1.7805,-1.7691,-1.7776,0.87,0.872,0.8855,-1.6037,-1.6307,-1.6654,1982-02-17
0.819,0.8273,0.8201,-1.75,-1.7805,-1.7691,0.8518,0.87,0.872,-1.5371,-1.6037,-1.6307,1982-02-18
0.81,0.819,0.8273,-1.7165,-1.75,-1.7805,0.8328,0.8518,0.87,-1.4779,-1.5371,-1.6037,1982-02-19
0.8126,0.81,0.819,-1.7126,-1.7165,-1.75,0.8427,0.8328,0.8518,-1.4887,-1.4779,-1.5371,1982-02-20
0.8062,0.8126,0.81,-1.6937,-1.7126,-1.7165,0.8316,0.8427,0.8328,-1.4667,-1.4887,-1.4779,1982-02-21
0.803,0.8062,0.8126,-1.6775,-1.6937,-1.7126,0.8362,0.8316,0.8427,-1.4759,-1.4667,-1.4887,1982-02-22
0.7992,0.803,0.8062,-1.6485,-1.6775,-1.6937,0.8423,0.8362,0.8316,-1.4838,-1.4759,-1.4667,1982-02-23
0.7781,0.7992,0.803,-1.5639,-1.6485,-1.6775,0.8267,0.8423,0.8362,-1.4445,-1.4838,-1.4759,1982-02-24
0.7596,0.7781,0.7992,-1.4615,-1.5639,-1.6485,0.831,0.8267,0.8423,-1.4223,-1.4445,-1.4838,1982-02-25
0.7259,0.7596,0.7781,-1.3105,-1.4615,-1.5639,0.8038,0.831,0.8267,-1.3099,-1.4223,-1.4445,1982-02-26
0.6902,0.7259,0.7596,-1.1755,-1.3105,-1.4615,0.7751,0.8038,0.831,-1.2172,-1.3099,-1.4223,1982-02-27
0.7253,0.6902,0.7259,-1.232,-1.1755,-1.3105,0.7993,0.7751,0.8038,-1.2657,-1.2172,-1.3099,1982-02-28
0.6914,0.7253,0.6902,-1.2134,-1.232,-1.1755,0.777,0.7993,0.7751,-1.2402,-1.2657,-1.2172,1982-03-01
0.6999,0.6914,0.7253,-1.2422,-1.2134,-1.232,0.7833,0.777,0.7993,-1.2524,-1.2402,-1.2657,1982-03-02
0.7291,0.6999,0.6914,-1.3441,-1.2422,-1.2134,0.7933,0.7833,0.777,-1.2879,-1.2524,-1.2402,1982-03-03
0.7354,0.7291,0.6999,-1.3956,-1.3441,-1.2422,0.7955,0.7933,0.7833,-1.3074,-1.2879,-1.2524,1982-03-04
0.7475,0.7354,0.7291,-1.4524,-1.3956,-1.3441,0.8064,0.7955,0.7933,-1.3506,-1.3074,-1.2879,1982-03-05
0.7653,0.7475,0.7354,-1.5,-1.4524,-1.3956,0.8222,0.8064,0.7955,-1.3942,-1.3506,-1.3074,1982-03-06
0.7478,0.7653,0.7475,-1.4828,-1.5,-1.4524,0.8086,0.8222,0.8064,-1.3847,-1.3942,-1.3506,1982-03-07
0.7781,0.7478,0.7653,-1.5803,-1.4828,-1.5,0.8398,0.8086,0.8222,-1.4918,-1.3847,-1.3942,1982-03-08
0.8087,0.7781,0.7478,-1.6881,-1.5803,-1.4828,0.8708,0.8398,0.8086,-1.5949,-1.4918,-1.3847,1982-03-09
0.8097,0.8087,0.7781,-1.7134,-1.6881,-1.5803,0.8577,0.8708,0.8398,-1.5852,-1.5949,-1.4918,1982-03-10
0.8161,0.8097,0.8087,-1.7304,-1.7134,-1.6881,0.8732,0.8577,0.8708,-1.6132,-1.5852,-1.5949,1982-03-11
0.8099,0.8161,0.8097,-1.7163,-1.7304,-1.7134,0.8587,0.8732,0.8577,-1.5684,-1.6132,-1.5852,1982-03-12
0.8099,0.8099,0.8161,-1.6802,-1.7163,-1.7304,0.845,0.8587,0.8732,-1.5084,-1.5684,-1.6132,1982-03-13
0.7693,0.8099,0.8099,-1.5401,-1.6802,-1.7163,0.8346,0.845,0.8587,-1.4569,-1.5084,-1.5684,1982-03-14
0.7291,0.7693,0.8099,-1.3894,-1.5401,-1.6802,0.8206,0.8346,0.845,-1.4074,-1.4569,-1.5084,1982-03-15
0.718,0.7291,0.7693,-1.3193,-1.3894,-1.5401,0.8179,0.8206,0.8346,-1.3911,-1.4074,-1.4569,1982-03-16
0.7033,0.718,0.7291,-1.2849,-1.3193,-1.3894,0.8105,0.8179,0.8206,-1.3722,-1.3911,-1.4074,1982-03-17
0.7095,0.7033,0.718,-1.2681,-1.2849,-1.3193,0.8078,0.8105,0.8179,-1.3477,-1.3722,-1.3911,1982-03-18
