"75.W_SIC.M0","75.W_SIC.M1","75.W_SIC.M2","75.W_SST.M0","75.W_SST.M1","75.W_SST.M2","300.W_SIC.M0","300.W_SIC.M1","300.W_SIC.M2","300.W_SST.M0","300.W_SST.M1","300.W_SST.M2","DATE"
0.0107,0.0067,0.002,1.4077,1.906,2.1482,0.0015,0.0024,0.0036,4.9459,5.2536,5.5211,1981-10-04
0.0067,0.0107,0.0067,1.5235,1.4077,1.906,9e-04,0.0015,0.0024,4.914,4.9459,5.2536,1981-10-05
0.0091,0.0067,0.0107,1.6356,1.5235,1.4077,0.001,9e-04,0.0015,5.2476,4.914,4.9459,1981-10-06
0.0111,0.0091,0.0067,1.6672,1.6356,1.5235,0.0013,0.001,9e-04,5.2174,5.2476,4.914,1981-10-07
0.0111,0.0111,0.0091,1.541,1.6672,1.6356,9e-04,0.0013,0.001,5.1425,5.2174,5.2476,1981-10-08
0.0057,0.0111,0.0111,1.437,1.541,1.6672,0.0011,9e-04,0.0013,5.0932,5.1425,5.2174,1981-10-09
0,0.0057,0.0111,1.303,1.437,1.541,0.0015,0.0011,9e-04,4.9283,5.0932,5.1425,1981-10-10
0,0,0.0057,1.5755,1.303,1.437,0.0012,0.0015,0.0011,4.8947,4.9283,5.0932,1981-10-11
0,0,0,1.6081,1.5755,1.303,0.0021,0.0012,0.0015,4.7793,4.8947,4.9283,1981-10-12
0.0057,0,0,1.0299,1.6081,1.5755,0.0034,0.0021,0.0012,4.7097,4.7793,4.8947,1981-10-13
0,0.0057,0,0.9003,1.0299,1.6081,0.0015,0.0034,0.0021,4.7065,4.7097,4.7793,1981-10-14
7e-04,0,0.0057,0.8981,0.9003,1.0299,0.0012,0.0015,0.0034,4.4906,4.7065,4.7097,1981-10-15
0.0013,7e-04,0,1.6634,0.8981,0.9003,0.0012,0.0012,0.0015,4.9971,4.4906,4.7065,1981-10-16
7e-04,0.0013,7e-04,1.752,1.6634,0.8981,0.0041,0.0012,0.0012,5.1381,4.9971,4.4906,1981-10-17
0.0013,7e-04,0.0013,1.7082,1.752,1.6634,0.0075,0.0041,0.0012,5.1054,5.1381,4.9971,1981-10-18
7e-04,0.0013,7e-04,1.721,1.7082,1.752,0.0057,0.0075,0.0041,4.9082,5.1054,5.1381,1981-10-19
0,7e-04,0.0013,1.6744,1.721,1.7082,0.0015,0.0057,0.0075,4.8437,4.9082,5.1054,1981-10-20
0,0,7e-04,1.3933,1.6744,1.721,0.001,0.0015,0.0057,4.4925,4.8437,4.9082,1981-10-21
0,0,0,1.5471,1.3933,1.6744,0.0014,0.001,0.0015,4.2998,4.4925,4.8437,1981-10-22
3e-04,0,0,1.2214,1.5471,1.3933,0.0017,0.0014,0.001,4.0532,4.2998,4.4925,1981-10-23
0.0017,3e-04,0,1.1684,1.2214,1.5471,0.0021,0.0017,0.0014,3.9976,4.0532,4.2998,1981-10-24
0.0037,0.0017,3e-04,1.3946,1.1684,1.2214,0.004,0.0021,0.0017,4.2438,3.9976,4.0532,1981-10-25
0.0077,0.0037,0.0017,1.2318,1.3946,1.1684,0.0051,0.004,0.0021,4.234,4.2438,3.9976,1981-10-26
0.004,0.0077,0.0037,0.6712,1.2318,1.3946,0.0041,0.0051,0.004,3.9834,4.234,4.2438,1981-10-27
0.0077,0.004,0.0077,0.3356,0.6712,1.2318,0.0059,0.0041,0.0051,3.769,3.9834,4.234,1981-10-28
0.0094,0.0077,0.004,0.4195,0.3356,0.6712,0.0049,0.0059,0.0041,3.7078,3.769,3.9834,1981-10-29
0.008,0.0094,0.0077,0.9703,0.4195,0.3356,0.0041,0.0049,0.0059,3.7781,3.7078,3.769,1981-10-30
0.0144,0.008,0.0094,1.4303,0.9703,0.4195,0.0037,0.0041,0.0049,3.8576,3.7781,3.7078,1981-10-31
0.022,0.0144,0.008,1.1205,1.4303,0.9703,0.0031,0.0037,0.0041,3.8791,3.8576,3.7781,1981-11-01
0.0124,0.022,0.0144,1.0737,1.1205,1.4303,0.0024,0.0031,0.0037,3.6143,3.8791,3.8576,1981-11-02
0.0154,0.0124,0.022,1.0812,1.0737,1.1205,0.0027,0.0024,0.0031,3.8232,3.6143,3.8791,1981-11-03
0.0168,0.0154,0.0124,1.8929,1.0812,1.0737,0.0028,0.0027,0.0024,4.4892,3.8232,3.6143,1981-11-04
0.0164,0.0168,0.0154,1.8039,1.8929,1.0812,0.003,0.0028,0.0027,4.5104,4.4892,3.8232,1981-11-05
0.0114,0.0164,0.0168,1.3844,1.8039,1.8929,0.0028,0.003,0.0028,4.3084,4.5104,4.4892,1981-11-06
0.0023,0.0114,0.0164,1.0814,1.3844,1.8039,0.0023,0.0028,0.003,3.8707,4.3084,4.5104,1981-11-07
0.0016,0.0023,0.0114,1.1399,1.0814,1.3844,0.0027,0.0023,0.0028,3.782,3.8707,4.3084,1981-11-08
0.0013,0.0016,0.0023,1.4843,1.1399,1.0814,0.0036,0.0027,0.0023,3.9103,3.782,3.8707,1981-11-09
0.0127,0.0013,0.0016,1.5436,1.4843,1.1399,0.0063,0.0036,0.0027,3.9041,3.9103,3.782,1981-11-10
0.0056,0.0127,0.0013,1.592,1.5436,1.4843,0.0071,0.0063,0.0036,3.9458,3.9041,3.9103,1981-11-11
0.003,0.0056,0.0127,1.7032,1.592,1.5436,0.0045,0.0071,0.0063,4.0094,3.9458,3.9041,1981-11-12
0.001,0.003,0.0056,1.3018,1.7032,1.592,0.0056,0.0045,0.0071,3.9483,4.0094,3.9458,1981-11-13
0.0092,0.001,0.003,1.3718,1.3018,1.7032,0.0074,0.0056,0.0045,3.7801,3.9483,4.0094,1981-11-14
0.0188,0.0092,0.001,1.2366,1.3718,1.3018,0.0092,0.0074,0.0056,3.5807,3.7801,3.9483,1981-11-15
0.0224,0.0188,0.0092,0.7757,1.2366,1.3718,0.0089,0.0092,0.0074,3.3774,3.5807,3.7801,1981-11-16
0.0244,0.0224,0.0188,0.4159,0.7757,1.2366,0.0063,0.0089,0.0092,3.06,3.3774,3.5807,1981-11-17
0.0208,0.0244,0.0224,0.9897,0.4159,0.7757,0.0075,0.0063,0.0089,3.2283,3.06,3.3774,1981-11-18
0.0268,0.0208,0.0244,0.9085,0.9897,0.4159,0.0099,0.0075,0.0063,3.3365,3.2283,3.06,1981-11-19
0.0284,0.0268,0.0208,0.886,0.9085,0.9897,0.0119,0.0099,0.0075,3.5156,3.3365,3.2283,1981-11-20
0.0285,0.0284,0.0268,1.5195,0.886,0.9085,0.0128,0.0119,0.0099,3.6564,3.5156,3.3365,1981-11-21
0.0266,0.0285,0.0284,2.0032,1.5195,0.886,0.0149,0.0128,0.0119,3.7563,3.6564,3.5156,1981-11-22
0.027,0.0266,0.0285,2.1638,2.0032,1.5195,0.0177,0.0149,0.0128,3.7538,3.7563,3.6564,1981-11-23
0.0319,0.027,0.0266,2.0666,2.1638,2.0032,0.0186,0.0177,0.0149,3.6291,3.7538,3.7563,1981-11-24
0.0306,0.0319,0.027,2.0566,2.0666,2.1638,0.0212,0.0186,0.0177,4.0776,3.6291,3.7538,1981-11-25
0.0485,0.0306,0.0319,1.8743,2.0566,2.0666,0.0238,0.0212,0.0186,4.0474,4.0776,3.6291,1981-11-26
0.0491,0.0485,0.0306,1.9091,1.8743,2.0566,0.0244,0.0238,0.0212,3.8717,4.0474,4.0776,1981-11-27
0.0428,0.0491,0.0485,2.2537,1.9091,1.8743,0.0228,0.0244,0.0238,3.893,3.8717,4.0474,1981-11-28
0.0548,0.0428,0.0491,2.3958,2.2537,1.9091,0.025,0.0228,0.0244,3.9767,3.893,3.8717,1981-11-29
0.0659,0.0548,0.0428,2.3179,2.3958,2.2537,0.0238,0.025,0.0228,3.9571,3.9767,3.893,1981-11-30
0.0784,0.0659,0.0548,1.2812,2.3179,2.3958,0.0265,0.0238,0.025,3.6926,3.9571,3.9767,1981-12-01
0.1247,0.0784,0.0659,1.0856,1.2812,2.3179,0.0295,0.0265,0.0238,3.6321,3.6926,3.9571,1981-12-02
0.0946,0.1247,0.0784,0.7946,1.0856,1.2812,0.0234,0.0295,0.0265,3.1132,3.6321,3.6926,1981-12-03
0.0785,0.0946,0.1247,0.3841,0.7946,1.0856,0.0198,0.0234,0.0295,2.6803,3.1132,3.6321,1981-12-04
0.1109,0.0785,0.0946,0.4434,0.3841,0.7946,0.0244,0.0198,0.0234,2.6339,2.6803,3.1132,1981-12-05
0.0811,0.1109,0.0785,0.1555,0.4434,0.3841,0.0217,0.0244,0.0198,2.9639,2.6339,2.6803,1981-12-06
0.066,0.0811,0.1109,0.1712,0.1555,0.4434,0.0208,0.0217,0.0244,3.1,2.9639,2.6339,1981-12-07
0.0686,0.066,0.0811,-0.0507,0.1712,0.1555,0.0226,0.0208,0.0217,3.1291,3.1,2.9639,1981-12-08
0.0455,0.0686,0.066,0.1477,-0.0507,0.1712,0.0194,0.0226,0.0208,3.1717,3.1291,3.1,1981-12-09
0.045,0.0455,0.0686,0.7861,0.1477,-0.0507,0.0185,0.0194,0.0226,3.2616,3.1717,3.1291,1981-12-10
0.0534,0.045,0.0455,0.626,0.7861,0.1477,0.0216,0.0185,0.0194,3.1906,3.2616,3.1717,1981-12-11
0.0618,0.0534,0.045,0.4964,0.626,0.7861,0.0231,0.0216,0.0185,2.9723,3.1906,3.2616,1981-12-12
0.0676,0.0618,0.0534,0.5787,0.4964,0.626,0.0256,0.0231,0.0216,2.8723,2.9723,3.1906,1981-12-13
0.0886,0.0676,0.0618,1.4818,0.5787,0.4964,0.0258,0.0256,0.0231,3.0567,2.8723,2.9723,1981-12-14
0.1055,0.0886,0.0676,1.9503,1.4818,0.5787,0.0232,0.0258,0.0256,3.0289,3.0567,2.8723,1981-12-15
0.1092,0.1055,0.0886,2.4508,1.9503,1.4818,0.024,0.0232,0.0258,3.0843,3.0289,3.0567,1981-12-16
0.1199,0.1092,0.1055,2.4419,2.4508,1.9503,0.0263,0.024,0.0232,3.1921,3.0843,3.0289,1981-12-17
0.1267,0.1199,0.1092,2.5076,2.4419,2.4508,0.0306,0.0263,0.024,3.2143,3.1921,3.0843,1981-12-18
0.1348,0.1267,0.1199,2.192,2.5076,2.4419,0.0341,0.0306,0.0263,3.1542,3.2143,3.1921,1981-12-19
0.1321,0.1348,0.1267,1.4546,2.192,2.5076,0.0376,0.0341,0.0306,3.0178,3.1542,3.2143,1981-12-20
0.1293,0.1321,0.1348,1.2202,1.4546,2.192,0.0412,0.0376,0.0341,3.0135,3.0178,3.1542,1981-12-21
0.1399,0.1293,0.1321,0.8685,1.2202,1.4546,0.0436,0.0412,0.0376,3.0629,3.0135,3.0178,1981-12-22
0.1334,0.1399,0.1293,0.8716,0.8685,1.2202,0.0458,0.0436,0.0412,3.0802,3.0629,3.0135,1981-12-23
0.1297,0.1334,0.1399,1.0625,0.8716,0.8685,0.0444,0.0458,0.0436,3.1853,3.0802,3.0629,1981-12-24
0.1285,0.1297,0.1334,1.1302,1.0625,0.8716,0.0454,0.0444,0.0458,3.2395,3.1853,3.0802,1981-12-25
0.14,0.1285,0.1297,1.1916,1.1302,1.0625,0.0438,0.0454,0.0444,3.2519,3.2395,3.1853,1981-12-26
0.1547,0.14,0.1285,1.3367,1.1916,1.1302,0.042,0.0438,0.0454,3.0137,3.2519,3.2395,1981-12-27
0.1545,0.1547,0.14,1.5246,1.3367,1.1916,0.0435,0.042,0.0438,3.0314,3.0137,3.2519,1981-12-28
0.1589,0.1545,0.1547,1.6338,1.5246,1.3367,0.0434,0.0435,0.042,3.3782,3.0314,3.0137,1981-12-29
0.1589,0.1589,0.1545,1.5232,1.6338,1.5246,0.0434,0.0434,0.0435,3.3094,3.3782,3.0314,1981-12-30
0.1685,0.1589,0.1589,1.494,1.5232,1.6338,0.0468,0.0434,0.0434,3.3575,3.3094,3.3782,1981-12-31
0.1736,0.1685,0.1589,1.4317,1.494,1.5232,0.0605,0.0468,0.0434,3.3929,3.3575,3.3094,1982-01-01
0.1736,0.1736,0.1685,1.4519,1.4317,1.494,0.0605,0.0605,0.0468,3.2276,3.3929,3.3575,1982-01-02
0.1882,0.1736,0.1736,2.0387,1.4519,1.4317,0.0561,0.0605,0.0605,3.3004,3.2276,3.3929,1982-01-03
0.1882,0.1882,0.1736,1.9563,2.0387,1.4519,0.0561,0.0561,0.0605,3.3798,3.3004,3.2276,1982-01-04
0.1828,0.1882,0.1882,1.7089,1.9563,2.0387,0.0588,0.0561,0.0561,3.2307,3.3798,3.3004,1982-01-05
0.1763,0.1828,0.1882,1.9466,1.7089,1.9563,0.0605,0.0588,0.0561,3.112,3.2307,3.3798,1982-01-06
0.1477,0.1763,0.1828,2.319,1.9466,1.7089,0.0576,0.0605,0.0588,2.9442,3.112,3.2307,1982-01-07
0.1739,0.1477,0.1763,2.1902,2.319,1.9466,0.0611,0.0576,0.0605,2.9927,2.9442,3.112,1982-01-08
0.2085,0.1739,0.1477,2.0778,2.1902,2.319,0.0625,0.0611,0.0576,3.075,2.9927,2.9442,1982-01-09
0.1819,0.2085,0.1739,1.9359,2.0778,2.1902,0.0631,0.0625,0.0611,3.1311,3.075,2.9927,1982-01-10
0.2377,0.1819,0.2085,1.5316,1.9359,2.0778,0.0648,0.0631,0.0625,3.0924,3.1311,3.075,1982-01-11
0.2895,0.2377,0.1819,0.4148,1.5316,1.9359,0.0653,0.0648,0.0631,2.734,3.0924,3.1311,1982-01-12
0.3063,0.2895,0.2377,0.2726,0.4148,1.5316,0.0708,0.0653,0.0648,2.659,2.734,3.0924,1982-01-13
0.328,0.3063,0.2895,0.374,0.2726,0.4148,0.0771,0.0708,0.0653,2.7789,2.659,2.734,1982-01-14
0.3096,0.328,0.3063,0.3287,0.374,0.2726,0.0737,0.0771,0.0708,2.6429,2.7789,2.659,1982-01-15
0.3217,0.3096,0.328,0.599,0.3287,0.374,0.0722,0.0737,0.0771,2.6217,2.6429,2.7789,1982-01-16
0.2521,0.3217,0.3096,0.7721,0.599,0.3287,0.0733,0.0722,0.0737,2.686,2.6217,2.6429,1982-01-17
0.1817,0.2521,0.3217,0.827,0.7721,0.599,0.0736,0.0733,0.0722,2.7742,2.686,2.6217,1982-01-18
0.2306,0.1817,0.2521,2.1577,0.827,0.7721,0.074,0.0736,0.0733,3.2771,2.7742,2.686,1982-01-19
0.1841,0.2306,0.1817,2.4443,2.1577,0.827,0.0702,0.074,0.0736,3.2729,3.2771,2.7742,1982-01-20
0.1761,0.1841,0.2306,2.3091,2.4443,2.1577,0.0695,0.0702,0.074,3.3117,3.2729,3.2771,1982-01-21
0.1839,0.1761,0.1841,1.8977,2.3091,2.4443,0.071,0.0695,0.0702,3.3204,3.3117,3.2729,1982-01-22
0.1582,0.1839,0.1761,1.8383,1.8977,2.3091,0.0687,0.071,0.0695,3.3191,3.3204,3.3117,1982-01-23
0.171,0.1582,0.1839,1.5336,1.8383,1.8977,0.0654,0.0687,0.071,3.0691,3.3191,3.3204,1982-01-24
0.1837,0.171,0.1582,1.7903,1.5336,1.8383,0.0666,0.0654,0.0687,3.0567,3.0691,3.3191,1982-01-25
0.1467,0.1837,0.171,1.6826,1.7903,1.5336,0.0653,0.0666,0.0654,3.2771,3.0567,3.0691,1982-01-26
0.1797,0.1467,0.1837,0.7357,1.6826,1.7903,0.0731,0.0653,0.0666,2.7548,3.2771,3.0567,1982-01-27
0.1994,0.1797,0.1467,0.3814,0.7357,1.6826,0.0768,0.0731,0.0653,2.9872,2.7548,3.2771,1982-01-28
0.2367,0.1994,0.1797,0.1738,0.3814,0.7357,0.0766,0.0768,0.0731,3.0531,2.9872,2.7548,1982-01-29
0.2855,0.2367,0.1994,0.176,0.1738,0.3814,0.0829,0.0766,0.0768,3.0619,3.0531,2.9872,1982-01-30
0.2836,0.2855,0.2367,0.3192,0.176,0.1738,0.0792,0.0829,0.0766,3.0241,3.0619,3.0531,1982-01-31
0.3112,0.2836,0.2855,0.3803,0.3192,0.176,0.0844,0.0792,0.0829,2.9843,3.0241,3.0619,1982-02-01
0.2968,0.3112,0.2836,1.3073,0.3803,0.3192,0.0829,0.0844,0.0792,3.2108,2.9843,3.0241,1982-02-02
0.2756,0.2968,0.3112,1.444,1.3073,0.3803,0.0743,0.0829,0.0844,3.0245,3.2108,2.9843,1982-02-03
0.2482,0.2756,0.2968,1.2978,1.444,1.3073,0.0684,0.0743,0.0829,2.9395,3.0245,3.2108,1982-02-04
0.261,0.2482,0.2756,0.9535,1.2978,1.444,0.0746,0.0684,0.0743,2.8153,2.9395,3.0245,1982-02-05
0.1959,0.261,0.2482,1.0096,0.9535,1.2978,0.0663,0.0746,0.0684,2.6687,2.8153,2.9395,1982-02-06
0.1358,0.1959,0.261,0.8858,1.0096,0.9535,0.0604,0.0663,0.0746,2.7197,2.6687,2.8153,1982-02-07
0.1467,0.1358,0.1959,0.8208,0.8858,1.0096,0.0618,0.0604,0.0663,2.6156,2.7197,2.6687,1982-02-08
0.1351,0.1467,0.1358,0.5337,0.8208,0.8858,0.0564,0.0618,0.0604,2.5039,2.6156,2.7197,1982-02-09
0.1517,0.1351,0.1467,0.4642,0.5337,0.8208,0.0559,0.0564,0.0618,2.3688,2.5039,2.6156,1982-02-10
0.1673,0.1517,0.1351,-0.0917,0.4642,0.5337,0.0623,0.0559,0.0564,2.1414,2.3688,2.5039,1982-02-11
0.1961,0.1673,0.1517,-0.2477,-0.0917,0.4642,0.0592,0.0623,0.0559,1.9791,2.1414,2.3688,1982-02-12
0.2233,0.1961,0.1673,-0.4382,-0.2477,-0.0917,0.0569,0.0592,0.0623,1.901,1.9791,2.1414,1982-02-13
0.2213,0.2233,0.1961,-0.4876,-0.4382,-0.2477,0.0587,0.0569,0.0592,1.8464,1.901,1.9791,1982-02-14
0.2542,0.2213,0.2233,-0.497,-0.4876,-0.4382,0.057,0.0587,0.0569,1.7913,1.8464,1.901,1982-02-15
0.2322,0.2542,0.2213,-0.0889,-0.497,-0.4876,0.0602,0.057,0.0587,1.9173,1.7913,1.8464,1982-02-16
0.2159,0.2322,0.2542,0.1459,-0.0889,-0.497,0.0643,0.0602,0.057,2.0595,1.9173,1.7913,1982-02-17
0.2263,0.2159,0.2322,0.8115,0.1459,-0.0889,0.0685,0.0643,0.0602,2.2512,2.0595,1.9173,1982-02-18
0.2126,0.2263,0.2159,1.3713,0.8115,0.1459,0.0705,0.0685,0.0643,2.3091,2.2512,2.0595,1982-02-19
0.2358,0.2126,0.2263,1.2492,1.3713,0.8115,0.0751,0.0705,0.0685,2.272,2.3091,2.2512,1982-02-20
0.262,0.2358,0.2126,1.0051,1.2492,1.3713,0.0815,0.0751,0.0705,2.152,2.272,2.3091,1982-02-21
0.2884,0.262,0.2358,0.7598,1.0051,1.2492,0.0837,0.0815,0.0751,2.1296,2.152,2.272,1982-02-22
0.3195,0.2884,0.262,0.6614,0.7598,1.0051,0.0893,0.0837,0.0815,2.3256,2.1296,2.152,1982-02-23
0.3372,0.3195,0.2884,0.4549,0.6614,0.7598,0.0917,0.0893,0.0837,2.4741,2.3256,2.1296,1982-02-24
0.338,0.3372,0.3195,0.5052,0.4549,0.6614,0.0944,0.0917,0.0893,2.4566,2.4741,2.3256,1982-02-25
0.3154,0.338,0.3372,0.6783,0.5052,0.4549,0.0913,0.0944,0.0917,2.4486,2.4566,2.4741,1982-02-26
0.3094,0.3154,0.338,0.7072,0.6783,0.5052,0.0897,0.0913,0.0944,2.3286,2.4486,2.4566,1982-02-27
0.3171,0.3094,0.3154,0.7409,0.7072,0.6783,0.0922,0.0897,0.0913,2.4157,2.3286,2.4486,1982-02-28
0.3165,0.3171,0.3094,0.6062,0.7409,0.7072,0.0916,0.0922,0.0897,2.4938,2.4157,2.3286,1982-03-01
0.3542,0.3165,0.3171,0.3536,0.6062,0.7409,0.1037,0.0916,0.0922,2.3229,2.4938,2.4157,1982-03-02
0.3284,0.3542,0.3165,0.2473,0.3536,0.6062,0.1005,0.1037,0.0916,2.256,2.3229,2.4938,1982-03-03
0.3577,0.3284,0.3542,0.3403,0.2473,0.3536,0.1098,0.1005,0.1037,2.2895,2.256,2.3229,1982-03-04
0.399,0.3577,0.3284,0.3465,0.3403,0.2473,0.1246,0.1098,0.1005,2.3582,2.2895,2.256,1982-03-05
0.3667,0.399,0.3577,0.5335,0.3465,0.3403,0.1119,0.1246,0.1098,2.1861,2.3582,2.2895,1982-03-06
0.3974,0.3667,0.399,0.4501,0.5335,0.3465,0.1201,0.1119,0.1246,1.9548,2.1861,2.3582,1982-03-07
0.3112,0.3974,0.3667,0.0132,0.4501,0.5335,0.1025,0.1201,0.1119,2.0226,1.9548,2.1861,1982-03-08
0.2273,0.3112,0.3974,-0.1876,0.0132,0.4501,0.0857,0.1025,0.1201,1.9821,2.0226,1.9548,1982-03-09
0.1868,0.2273,0.3112,-0.2451,-0.1876,0.0132,0.079,0.0857,0.1025,1.9402,1.9821,2.0226,1982-03-10
0.1503,0.1868,0.2273,-0.2629,-0.2451,-0.1876,0.0705,0.079,0.0857,1.7677,1.9402,1.9821,1982-03-11
0.1732,0.1503,0.1868,-0.4241,-0.2629,-0.2451,0.0698,0.0705,0.079,1.6917,1.7677,1.9402,1982-03-12
0.1423,0.1732,0.1503,-0.5699,-0.4241,-0.2629,0.0667,0.0698,0.0705,1.6359,1.6917,1.7677,1982-03-13
0.1434,0.1423,0.1732,-0.5209,-0.5699,-0.4241,0.0666,0.0667,0.0698,1.7897,1.6359,1.6917,1982-03-14
0.1402,0.1434,0.1423,-0.5113,-0.5209,-0.5699,0.0645,0.0666,0.0667,1.7377,1.7897,1.6359,1982-03-15
0.164,0.1402,0.1434,-0.4153,-0.5113,-0.5209,0.0659,0.0645,0.0666,1.7053,1.7377,1.7897,1982-03-16
0.1953,0.164,0.1402,-0.131,-0.4153,-0.5113,0.0703,0.0659,0.0645,1.5497,1.7053,1.7377,1982-03-17
0.2174,0.1953,0.164,0.0745,-0.131,-0.4153,0.0718,0.0703,0.0659,1.6421,1.5497,1.7053,1982-03-18
0.2296,0.2174,0.1953,-0.0123,0.0745,-0.131,0.0726,0.0718,0.0703,1.6788,1.6421,1.5497,1982-03-19
0.2625,0.2296,0.2174,-0.0367,-0.0123,0.0745,0.0745,0.0726,0.0718,1.6472,1.6788,1.6421,1982-03-20
0.3012,0.2625,0.2296,0.0755,-0.0367,-0.0123,0.0786,0.0745,0.0726,1.7402,1.6472,1.6788,1982-03-21
0.3078,0.3012,0.2625,-0.0827,0.0755,-0.0367,0.0782,0.0786,0.0745,1.9066,1.7402,1.6472,1982-03-22
0.3295,0.3078,0.3012,-0.0996,-0.0827,0.0755,0.0779,0.0782,0.0786,1.8617,1.9066,1.7402,1982-03-23
0.3457,0.3295,0.3078,-0.166,-0.0996,-0.0827,0.0829,0.0779,0.0782,1.6299,1.8617,1.9066,1982-03-24
0.3428,0.3457,0.3295,-0.0366,-0.166,-0.0996,0.084,0.0829,0.0779,1.5252,1.6299,1.8617,1982-03-25
0.3325,0.3428,0.3457,-0.1634,-0.0366,-0.166,0.0871,0.084,0.0829,1.5031,1.5252,1.6299,1982-03-26
0.3265,0.3325,0.3428,-0.5797,-0.1634,-0.0366,0.0877,0.0871,0.084,1.3824,1.5031,1.5252,1982-03-27
0.3471,0.3265,0.3325,-0.4084,-0.5797,-0.1634,0.0891,0.0877,0.0871,1.4033,1.3824,1.5031,1982-03-28
0.373,0.3471,0.3265,0.0339,-0.4084,-0.5797,0.095,0.0891,0.0877,1.2795,1.4033,1.3824,1982-03-29
0.3758,0.373,0.3471,-0.197,0.0339,-0.4084,0.0944,0.095,0.0891,1.271,1.2795,1.4033,1982-03-30
0.3624,0.3758,0.373,-0.7118,-0.197,0.0339,0.0934,0.0944,0.095,1.097,1.271,1.2795,1982-03-31
