"75.W_SIC.M0","75.W_SIC.M1","75.W_SIC.M2","75.W_SST.M0","75.W_SST.M1","75.W_SST.M2","300.W_SIC.M0","300.W_SIC.M1","300.W_SIC.M2","300.W_SST.M0","300.W_SST.M1","300.W_SST.M2","DATE"
0.0015,NA,NA,1.7911,NA,NA,8e-04,NA,NA,4.6832,NA,NA,1981-09-01
0.0024,0.0015,NA,1.8794,1.7911,NA,0.0015,8e-04,NA,4.7925,4.6832,NA,1981-09-02
0.0087,0.0024,0.0015,1.8319,1.8794,1.7911,0.0019,0.0015,8e-04,4.8141,4.7925,4.6832,1981-09-03
0.0146,0.0087,0.0024,1.7706,1.8319,1.8794,0.0023,0.0019,0.0015,4.8171,4.8141,4.7925,1981-09-04
0.0078,0.0146,0.0087,1.5549,1.7706,1.8319,0.0015,0.0023,0.0019,4.6498,4.8171,4.8141,1981-09-05
0.0136,0.0078,0.0146,1.4527,1.5549,1.7706,0.0018,0.0015,0.0023,4.5646,4.6498,4.8171,1981-09-06
0.0165,0.0136,0.0078,1.7622,1.4527,1.5549,0.0023,0.0018,0.0015,4.5026,4.5646,4.6498,1981-09-07
0.0192,0.0165,0.0136,1.7153,1.7622,1.4527,0.0026,0.0023,0.0018,4.5025,4.5026,4.5646,1981-09-08
0.0136,0.0192,0.0165,1.5496,1.7153,1.7622,0.0023,0.0026,0.0023,4.4017,4.5025,4.5026,1981-09-09
0.0063,0.0136,0.0192,1.629,1.5496,1.7153,0.0018,0.0023,0.0026,4.4226,4.4017,4.5025,1981-09-10
0.0041,0.0063,0.0136,1.7076,1.629,1.5496,0.0022,0.0018,0.0023,4.4336,4.4226,4.4017,1981-09-11
0.0078,0.0041,0.0063,1.7564,1.7076,1.629,0.0036,0.0022,0.0018,4.3261,4.4336,4.4226,1981-09-12
0.0156,0.0078,0.0041,1.7108,1.7564,1.7076,0.0053,0.0036,0.0022,4.3533,4.3261,4.4336,1981-09-13
0.0109,0.0156,0.0078,1.7506,1.7108,1.7564,0.0043,0.0053,0.0036,4.3571,4.3533,4.3261,1981-09-14
0.0149,0.0109,0.0156,1.7999,1.7506,1.7108,0.0056,0.0043,0.0053,4.3863,4.3571,4.3533,1981-09-15
0.0171,0.0149,0.0109,1.928,1.7999,1.7506,0.0068,0.0056,0.0043,3.8801,4.3863,4.3571,1981-09-16
0.0124,0.0171,0.0149,1.961,1.928,1.7999,0.0049,0.0068,0.0056,3.8156,3.8801,4.3863,1981-09-17
0.0185,0.0124,0.0171,0.5909,1.961,1.928,0.006,0.0049,0.0068,3.6467,3.8156,3.8801,1981-09-18
0.0176,0.0185,0.0124,0.0539,0.5909,1.961,0.0046,0.006,0.0049,3.5548,3.6467,3.8156,1981-09-19
0.011,0.0176,0.0185,0.5732,0.0539,0.5909,0.0033,0.0046,0.006,3.7783,3.5548,3.6467,1981-09-20
0.0115,0.011,0.0176,0.6494,0.5732,0.0539,0.003,0.0033,0.0046,3.7538,3.7783,3.5548,1981-09-21
0.0112,0.0115,0.011,0.727,0.6494,0.5732,0.0024,0.003,0.0033,3.825,3.7538,3.7783,1981-09-22
0.0061,0.0112,0.0115,0.8966,0.727,0.6494,0.0015,0.0024,0.003,3.9678,3.825,3.7538,1981-09-23
0.0108,0.0061,0.0112,0.9014,0.8966,0.727,0.0021,0.0015,0.0024,3.9789,3.9678,3.825,1981-09-24
0,0.0108,0.0061,1.0707,0.9014,0.8966,0,0.0021,0.0015,4.0244,3.9789,3.9678,1981-09-25
0,0,0.0108,0.9849,1.0707,0.9014,2e-04,0,0.0021,3.856,4.0244,3.9789,1981-09-26
0,0,0,1.3048,0.9849,1.0707,2e-04,2e-04,0,3.5539,3.856,4.0244,1981-09-27
0,0,0,1.7204,1.3048,0.9849,2e-04,2e-04,2e-04,3.6579,3.5539,3.856,1981-09-28
0,0,0,1.6104,1.7204,1.3048,4e-04,2e-04,2e-04,3.6617,3.6579,3.5539,1981-09-29
5e-04,0,0,1.4193,1.6104,1.7204,4e-04,4e-04,2e-04,3.5848,3.6617,3.6579,1981-09-30
0,5e-04,0,1.251,1.4193,1.6104,2e-04,4e-04,4e-04,3.5895,3.5848,3.6617,1981-10-01
0.0012,0,5e-04,0.7618,1.251,1.4193,4e-04,2e-04,4e-04,3.3324,3.5895,3.5848,1981-10-02
0,0.0012,0,0.9914,0.7618,1.251,1e-04,4e-04,2e-04,3.3421,3.3324,3.5895,1981-10-03
7e-04,0,0.0012,0.9243,0.9914,0.7618,2e-04,1e-04,4e-04,3.0837,3.3421,3.3324,1981-10-04
0.0032,7e-04,0,0.6444,0.9243,0.9914,8e-04,2e-04,1e-04,3.1182,3.0837,3.3421,1981-10-05
0.0015,0.0032,7e-04,0.5523,0.6444,0.9243,3e-04,8e-04,2e-04,2.9836,3.1182,3.0837,1981-10-06
2e-04,0.0015,0.0032,0.5591,0.5523,0.6444,3e-04,3e-04,8e-04,2.6619,2.9836,3.1182,1981-10-07
0,2e-04,0.0015,0.7373,0.5591,0.5523,5e-04,3e-04,3e-04,2.7177,2.6619,2.9836,1981-10-08
0,0,2e-04,0.7825,0.7373,0.5591,0.0026,5e-04,3e-04,2.6829,2.7177,2.6619,1981-10-09
0,0,0,0.7289,0.7825,0.7373,0.0045,0.0026,5e-04,2.5616,2.6829,2.7177,1981-10-10
0.0054,0,0,0.6965,0.7289,0.7825,0.0074,0.0045,0.0026,2.4042,2.5616,2.6829,1981-10-11
0,0.0054,0,0.7664,0.6965,0.7289,0.0093,0.0074,0.0045,2.3861,2.4042,2.5616,1981-10-12
0.0078,0,0.0054,0.8127,0.7664,0.6965,0.0098,0.0093,0.0074,2.4727,2.3861,2.4042,1981-10-13
0.0173,0.0078,0,0.8607,0.8127,0.7664,0.0133,0.0098,0.0093,2.4507,2.4727,2.3861,1981-10-14
0.009,0.0173,0.0078,0.9117,0.8607,0.8127,0.0146,0.0133,0.0098,2.4174,2.4507,2.4727,1981-10-15
0.0178,0.009,0.0173,0.963,0.9117,0.8607,0.0171,0.0146,0.0133,2.3335,2.4174,2.4507,1981-10-16
0.0137,0.0178,0.009,0.9177,0.963,0.9117,0.014,0.0171,0.0146,2.5434,2.3335,2.4174,1981-10-17
0.0054,0.0137,0.0178,0.5611,0.9177,0.963,0.0122,0.014,0.0171,2.7274,2.5434,2.3335,1981-10-18
0.0063,0.0054,0.0137,0.4862,0.5611,0.9177,0.0117,0.0122,0.014,2.7073,2.7274,2.5434,1981-10-19
0.0061,0.0063,0.0054,0.4958,0.4862,0.5611,0.0132,0.0117,0.0122,2.7077,2.7073,2.7274,1981-10-20
0.0029,0.0061,0.0063,0.5597,0.4958,0.4862,0.0125,0.0132,0.0117,2.1386,2.7077,2.7073,1981-10-21
0.0063,0.0029,0.0061,0.641,0.5597,0.4958,0.0127,0.0125,0.0132,2.076,2.1386,2.7077,1981-10-22
0.0051,0.0063,0.0029,0.2403,0.641,0.5597,0.0141,0.0127,0.0125,2.0528,2.076,2.1386,1981-10-23
0.0049,0.0051,0.0063,0.309,0.2403,0.641,0.0151,0.0141,0.0127,1.9211,2.0528,2.076,1981-10-24
0.0027,0.0049,0.0051,0.2013,0.309,0.2403,0.0208,0.0151,0.0141,1.97,1.9211,2.0528,1981-10-25
0.0053,0.0027,0.0049,0.1294,0.2013,0.309,0.0278,0.0208,0.0151,2.1162,1.97,1.9211,1981-10-26
0.0061,0.0053,0.0027,-0.2648,0.1294,0.2013,0.0332,0.0278,0.0208,2.1473,2.1162,1.97,1981-10-27
0.0066,0.0061,0.0053,-0.252,-0.2648,0.1294,0.0385,0.0332,0.0278,2.1331,2.1473,2.1162,1981-10-28
0.0151,0.0066,0.0061,-0.246,-0.252,-0.2648,0.0445,0.0385,0.0332,2.1755,2.1331,2.1473,1981-10-29
0.0192,0.0151,0.0066,-0.1436,-0.246,-0.252,0.0492,0.0445,0.0385,2.2671,2.1755,2.1331,1981-10-30
0.0185,0.0192,0.0151,-0.0395,-0.1436,-0.246,0.0546,0.0492,0.0445,2.2277,2.2671,2.1755,1981-10-31
0.0278,0.0185,0.0192,0.0671,-0.0395,-0.1436,0.0611,0.0546,0.0492,1.9901,2.2277,2.2671,1981-11-01
0.0471,0.0278,0.0185,0.0756,0.0671,-0.0395,0.0723,0.0611,0.0546,1.7967,1.9901,2.2277,1981-11-02
0.0672,0.0471,0.0278,0.1223,0.0756,0.0671,0.0829,0.0723,0.0611,1.7432,1.7967,1.9901,1981-11-03
0.0749,0.0672,0.0471,0.1099,0.1223,0.0756,0.0832,0.0829,0.0723,1.6903,1.7432,1.7967,1981-11-04
0.0944,0.0749,0.0672,0.9885,0.1099,0.1223,0.0945,0.0832,0.0829,2.2149,1.6903,1.7432,1981-11-05
0.1177,0.0944,0.0749,1.3678,0.9885,0.1099,0.0958,0.0945,0.0832,2.3957,2.2149,1.6903,1981-11-06
0.1464,0.1177,0.0944,0.0237,1.3678,0.9885,0.0988,0.0958,0.0945,2.3229,2.3957,2.2149,1981-11-07
0.1743,0.1464,0.1177,0.1982,0.0237,1.3678,0.1077,0.0988,0.0958,2.3916,2.3229,2.3957,1981-11-08
0.1571,0.1743,0.1464,0.3108,0.1982,0.0237,0.0997,0.1077,0.0988,2.4439,2.3916,2.3229,1981-11-09
0.191,0.1571,0.1743,0.3237,0.3108,0.1982,0.1192,0.0997,0.1077,2.3063,2.4439,2.3916,1981-11-10
0.2258,0.191,0.1571,0.5009,0.3237,0.3108,0.1315,0.1192,0.0997,2.243,2.3063,2.4439,1981-11-11
0.2015,0.2258,0.191,0.5516,0.5009,0.3237,0.1359,0.1315,0.1192,2.2352,2.243,2.3063,1981-11-12
0.2224,0.2015,0.2258,0.5331,0.5516,0.5009,0.1499,0.1359,0.1315,2.2874,2.2352,2.243,1981-11-13
0.265,0.2224,0.2015,0.464,0.5331,0.5516,0.1613,0.1499,0.1359,2.1346,2.2874,2.2352,1981-11-14
0.3054,0.265,0.2224,0.3885,0.464,0.5331,0.1788,0.1613,0.1499,2.0528,2.1346,2.2874,1981-11-15
0.3156,0.3054,0.265,0.4356,0.3885,0.464,0.179,0.1788,0.1613,2.0746,2.0528,2.1346,1981-11-16
0.3238,0.3156,0.3054,0.3719,0.4356,0.3885,0.1743,0.179,0.1788,2.034,2.0746,2.0528,1981-11-17
0.3676,0.3238,0.3156,0.3227,0.3719,0.4356,0.1927,0.1743,0.179,2.1492,2.034,2.0746,1981-11-18
0.4131,0.3676,0.3238,0.2314,0.3227,0.3719,0.2042,0.1927,0.1743,2.1378,2.1492,2.034,1981-11-19
0.3723,0.4131,0.3676,0.2916,0.2314,0.3227,0.207,0.2042,0.1927,1.9784,2.1378,2.1492,1981-11-20
0.3441,0.3723,0.4131,0.2765,0.2916,0.2314,0.2122,0.207,0.2042,1.9676,1.9784,2.1378,1981-11-21
0.3127,0.3441,0.3723,0.7162,0.2765,0.2916,0.2106,0.2122,0.207,2.4909,1.9676,1.9784,1981-11-22
0.29,0.3127,0.3441,0.9154,0.7162,0.2765,0.2146,0.2106,0.2122,2.5083,2.4909,1.9676,1981-11-23
0.3482,0.29,0.3127,0.5247,0.9154,0.7162,0.2288,0.2146,0.2106,2.3613,2.5083,2.4909,1981-11-24
0.2878,0.3482,0.29,0.6678,0.5247,0.9154,0.2147,0.2288,0.2146,2.2917,2.3613,2.5083,1981-11-25
0.3288,0.2878,0.3482,0.5576,0.6678,0.5247,0.2366,0.2147,0.2288,2.3212,2.2917,2.3613,1981-11-26
0.3676,0.3288,0.2878,0.434,0.5576,0.6678,0.2581,0.2366,0.2147,2.296,2.3212,2.2917,1981-11-27
0.3445,0.3676,0.3288,0.45,0.434,0.5576,0.2521,0.2581,0.2366,2.2708,2.296,2.3212,1981-11-28
0.3767,0.3445,0.3676,0.2833,0.45,0.434,0.2621,0.2521,0.2581,2.204,2.2708,2.296,1981-11-29
0.4033,0.3767,0.3445,0.1466,0.2833,0.45,0.2667,0.2621,0.2521,2.0709,2.204,2.2708,1981-11-30
0.3964,0.4033,0.3767,0.1116,0.1466,0.2833,0.2654,0.2667,0.2621,2.3328,2.0709,2.204,1981-12-01
0.4177,0.3964,0.4033,0.0584,0.1116,0.1466,0.2676,0.2654,0.2667,2.3845,2.3328,2.0709,1981-12-02
0.4383,0.4177,0.3964,-0.2003,0.0584,0.1116,0.2676,0.2676,0.2654,2.1544,2.3845,2.3328,1981-12-03
0.426,0.4383,0.4177,-0.4013,-0.2003,0.0584,0.2679,0.2676,0.2676,1.9537,2.1544,2.3845,1981-12-04
0.4488,0.426,0.4383,-0.4003,-0.4013,-0.2003,0.2734,0.2679,0.2676,2.0172,1.9537,2.1544,1981-12-05
0.4787,0.4488,0.426,-0.4377,-0.4003,-0.4013,0.2816,0.2734,0.2679,1.9442,2.0172,1.9537,1981-12-06
0.4613,0.4787,0.4488,-0.4372,-0.4377,-0.4003,0.283,0.2816,0.2734,1.7521,1.9442,2.0172,1981-12-07
0.464,0.4613,0.4787,-0.4433,-0.4372,-0.4377,0.281,0.283,0.2816,1.7335,1.7521,1.9442,1981-12-08
0.4722,0.464,0.4613,-0.3815,-0.4433,-0.4372,0.282,0.281,0.283,1.7472,1.7335,1.7521,1981-12-09
0.4715,0.4722,0.464,-0.3836,-0.3815,-0.4433,0.2878,0.282,0.281,1.782,1.7472,1.7335,1981-12-10
0.4811,0.4715,0.4722,-0.412,-0.3836,-0.3815,0.2943,0.2878,0.282,1.7365,1.782,1.7472,1981-12-11
0.5065,0.4811,0.4715,-0.488,-0.412,-0.3836,0.2999,0.2943,0.2878,1.6551,1.7365,1.782,1981-12-12
0.4831,0.5065,0.4811,-0.4515,-0.488,-0.412,0.2986,0.2999,0.2943,1.7235,1.6551,1.7365,1981-12-13
0.5181,0.4831,0.5065,-0.5862,-0.4515,-0.488,0.2996,0.2986,0.2999,1.7449,1.7235,1.6551,1981-12-14
0.5522,0.5181,0.4831,-0.7367,-0.5862,-0.4515,0.3096,0.2996,0.2986,1.59,1.7449,1.7235,1981-12-15
0.5706,0.5522,0.5181,-0.8419,-0.7367,-0.5862,0.3084,0.3096,0.2996,1.4339,1.59,1.7449,1981-12-16
0.5919,0.5706,0.5522,-0.9206,-0.8419,-0.7367,0.3088,0.3084,0.3096,1.4494,1.4339,1.59,1981-12-17
0.6039,0.5919,0.5706,-0.9794,-0.9206,-0.8419,0.3209,0.3088,0.3084,1.5792,1.4494,1.4339,1981-12-18
0.6167,0.6039,0.5919,-1.0277,-0.9794,-0.9206,0.319,0.3209,0.3088,1.6881,1.5792,1.4494,1981-12-19
0.6142,0.6167,0.6039,-1.0247,-1.0277,-0.9794,0.3241,0.319,0.3209,1.6015,1.6881,1.5792,1981-12-20
0.6224,0.6142,0.6167,-1.0503,-1.0247,-1.0277,0.3333,0.3241,0.319,1.5253,1.6015,1.6881,1981-12-21
0.632,0.6224,0.6142,-1.0693,-1.0503,-1.0247,0.3428,0.3333,0.3241,1.4466,1.5253,1.6015,1981-12-22
0.6335,0.632,0.6224,-1.0721,-1.0693,-1.0503,0.353,0.3428,0.3333,1.4016,1.4466,1.5253,1981-12-23
0.6239,0.6335,0.632,-1.0383,-1.0721,-1.0693,0.3404,0.353,0.3428,1.3483,1.4016,1.4466,1981-12-24
0.6294,0.6239,0.6335,-1.0103,-1.0383,-1.0721,0.3363,0.3404,0.353,1.3203,1.3483,1.4016,1981-12-25
0.6178,0.6294,0.6239,-0.9898,-1.0103,-1.0383,0.3165,0.3363,0.3404,1.3412,1.3203,1.3483,1981-12-26
0.6133,0.6178,0.6294,-0.9996,-0.9898,-1.0103,0.3002,0.3165,0.3363,1.3362,1.3412,1.3203,1981-12-27
0.6273,0.6133,0.6178,-1.0346,-0.9996,-0.9898,0.3123,0.3002,0.3165,1.1728,1.3362,1.3412,1981-12-28
0.6143,0.6273,0.6133,-0.9932,-1.0346,-0.9996,0.2942,0.3123,0.3002,1.3821,1.1728,1.3362,1981-12-29
0.6143,0.6143,0.6273,-0.9678,-0.9932,-1.0346,0.2942,0.2942,0.3123,1.5456,1.3821,1.1728,1981-12-30
0.5907,0.6143,0.6143,-0.928,-0.9678,-0.9932,0.2954,0.2942,0.2942,1.4537,1.5456,1.3821,1981-12-31
0.5888,0.5907,0.6143,-0.9593,-0.928,-0.9678,0.3295,0.2954,0.2942,1.3805,1.4537,1.5456,1982-01-01
0.5888,0.5888,0.5907,-0.9871,-0.9593,-0.928,0.3295,0.3295,0.2954,1.3951,1.3805,1.4537,1982-01-02
0.5994,0.5888,0.5888,-1.024,-0.9871,-0.9593,0.346,0.3295,0.3295,1.1899,1.3951,1.3805,1982-01-03
0.5994,0.5994,0.5888,-1.0286,-1.024,-0.9871,0.346,0.346,0.3295,1.0512,1.1899,1.3951,1982-01-04
0.6051,0.5994,0.5994,-1.0466,-1.0286,-1.024,0.3501,0.346,0.346,0.9748,1.0512,1.1899,1982-01-05
0.613,0.6051,0.5994,-1.048,-1.0466,-1.0286,0.3607,0.3501,0.346,1.1061,0.9748,1.0512,1982-01-06
0.6074,0.613,0.6051,-1.025,-1.048,-1.0466,0.3601,0.3607,0.3501,1.0038,1.1061,0.9748,1982-01-07
0.6084,0.6074,0.613,-1.0206,-1.025,-1.048,0.3683,0.3601,0.3607,0.7959,1.0038,1.1061,1982-01-08
0.6148,0.6084,0.6074,-1.0219,-1.0206,-1.025,0.3681,0.3683,0.3601,0.7879,0.7959,1.0038,1982-01-09
0.6028,0.6148,0.6084,-0.983,-1.0219,-1.0206,0.3657,0.3681,0.3683,0.8675,0.7879,0.7959,1982-01-10
0.5915,0.6028,0.6148,-0.9372,-0.983,-1.0219,0.373,0.3657,0.3681,1.0576,0.8675,0.7879,1982-01-11
0.5959,0.5915,0.6028,-0.9312,-0.9372,-0.983,0.3735,0.373,0.3657,1.0177,1.0576,0.8675,1982-01-12
0.5922,0.5959,0.5915,-0.9177,-0.9312,-0.9372,0.384,0.3735,0.373,0.7775,1.0177,1.0576,1982-01-13
0.5833,0.5922,0.5959,-0.9037,-0.9177,-0.9312,0.3864,0.384,0.3735,0.7561,0.7775,1.0177,1982-01-14
0.6017,0.5833,0.5922,-0.943,-0.9037,-0.9177,0.3901,0.3864,0.384,0.7051,0.7561,0.7775,1982-01-15
0.5958,0.6017,0.5833,-0.9628,-0.943,-0.9037,0.4027,0.3901,0.3864,0.5533,0.7051,0.7561,1982-01-16
0.6248,0.5958,0.6017,-1.0431,-0.9628,-0.943,0.4097,0.4027,0.3901,0.3963,0.5533,0.7051,1982-01-17
0.6521,0.6248,0.5958,-1.1391,-1.0431,-0.9628,0.4139,0.4097,0.4027,0.3523,0.3963,0.5533,1982-01-18
0.6608,0.6521,0.6248,-1.196,-1.1391,-1.0431,0.3983,0.4139,0.4097,0.3841,0.3523,0.3963,1982-01-19
0.6758,0.6608,0.6521,-1.2479,-1.196,-1.1391,0.3852,0.3983,0.4139,0.5874,0.3841,0.3523,1982-01-20
0.6728,0.6758,0.6608,-1.2528,-1.2479,-1.196,0.3746,0.3852,0.3983,0.8275,0.5874,0.3841,1982-01-21
0.6738,0.6728,0.6758,-1.2593,-1.2528,-1.2479,0.3648,0.3746,0.3852,0.9735,0.8275,0.5874,1982-01-22
0.6549,0.6738,0.6728,-1.2104,-1.2593,-1.2528,0.3537,0.3648,0.3746,1.0639,0.9735,0.8275,1982-01-23
0.6353,0.6549,0.6738,-1.1614,-1.2104,-1.2593,0.3378,0.3537,0.3648,1.2053,1.0639,0.9735,1982-01-24
0.6477,0.6353,0.6549,-1.1694,-1.1614,-1.2104,0.352,0.3378,0.3537,1.1425,1.2053,1.0639,1982-01-25
0.6286,0.6477,0.6353,-1.1663,-1.1694,-1.1614,0.3561,0.352,0.3378,1.1465,1.1425,1.2053,1982-01-26
0.6435,0.6286,0.6477,-1.1976,-1.1663,-1.1694,0.3595,0.3561,0.352,1.0007,1.1465,1.1425,1982-01-27
0.6575,0.6435,0.6286,-1.2469,-1.1976,-1.1663,0.3625,0.3595,0.3561,0.9684,1.0007,1.1465,1982-01-28
0.6702,0.6575,0.6435,-1.296,-1.2469,-1.1976,0.3763,0.3625,0.3595,0.9394,0.9684,1.0007,1982-01-29
0.6796,0.6702,0.6575,-1.3362,-1.296,-1.2469,0.3953,0.3763,0.3625,0.9187,0.9394,0.9684,1982-01-30
0.6914,0.6796,0.6702,-1.3774,-1.3362,-1.296,0.3909,0.3953,0.3763,0.9342,0.9187,0.9394,1982-01-31
0.6991,0.6914,0.6796,-1.4045,-1.3774,-1.3362,0.3891,0.3909,0.3953,0.9298,0.9342,0.9187,1982-02-01
0.6882,0.6991,0.6914,-1.3937,-1.4045,-1.3774,0.3765,0.3891,0.3909,0.9644,0.9298,0.9342,1982-02-02
0.7028,0.6882,0.6991,-1.4008,-1.3937,-1.4045,0.3743,0.3765,0.3891,0.9665,0.9644,0.9298,1982-02-03
0.6776,0.7028,0.6882,-1.317,-1.4008,-1.3937,0.3579,0.3743,0.3765,1.0674,0.9665,0.9644,1982-02-04
0.6526,0.6776,0.7028,-1.247,-1.317,-1.4008,0.3397,0.3579,0.3743,1.1377,1.0674,0.9665,1982-02-05
0.6638,0.6526,0.6776,-1.2258,-1.247,-1.317,0.3486,0.3397,0.3579,1.0362,1.1377,1.0674,1982-02-06
0.6447,0.6638,0.6526,-1.1749,-1.2258,-1.247,0.3426,0.3486,0.3397,0.9507,1.0362,1.1377,1982-02-07
0.623,0.6447,0.6638,-1.0902,-1.1749,-1.2258,0.3399,0.3426,0.3486,0.9561,0.9507,1.0362,1982-02-08
0.6231,0.623,0.6447,-1.0829,-1.0902,-1.1749,0.3409,0.3399,0.3426,0.9443,0.9561,0.9507,1982-02-09
0.6354,0.6231,0.623,-1.1013,-1.0829,-1.0902,0.3545,0.3409,0.3399,0.9094,0.9443,0.9561,1982-02-10
0.645,0.6354,0.6231,-1.1177,-1.1013,-1.0829,0.3665,0.3545,0.3409,0.838,0.9094,0.9443,1982-02-11
0.64,0.645,0.6354,-1.1128,-1.1177,-1.1013,0.3596,0.3665,0.3545,0.8272,0.838,0.9094,1982-02-12
0.6214,0.64,0.645,-1.0564,-1.1128,-1.1177,0.3541,0.3596,0.3665,0.8949,0.8272,0.838,1982-02-13
0.6028,0.6214,0.64,-0.9951,-1.0564,-1.1128,0.3328,0.3541,0.3596,0.9364,0.8949,0.8272,1982-02-14
0.6147,0.6028,0.6214,-1.0247,-0.9951,-1.0564,0.3345,0.3328,0.3541,1.0499,0.9364,0.8949,1982-02-15
0.6135,0.6147,0.6028,-1.0156,-1.0247,-0.9951,0.3272,0.3345,0.3328,1.2641,1.0499,0.9364,1982-02-16
0.601,0.6135,0.6147,-0.9896,-1.0156,-1.0247,0.3095,0.3272,0.3345,1.3153,1.2641,1.0499,1982-02-17
0.6201,0.601,0.6135,-1.0293,-0.9896,-1.0156,0.3126,0.3095,0.3272,1.2971,1.3153,1.2641,1982-02-18
0.6097,0.6201,0.601,-1.003,-1.0293,-0.9896,0.3054,0.3126,0.3095,1.4378,1.2971,1.3153,1982-02-19
0.6255,0.6097,0.6201,-1.0816,-1.003,-1.0293,0.3106,0.3054,0.3126,1.4948,1.4378,1.2971,1982-02-20
0.6492,0.6255,0.6097,-1.2156,-1.0816,-1.003,0.3204,0.3106,0.3054,1.288,1.4948,1.4378,1982-02-21
0.6568,0.6492,0.6255,-1.3023,-1.2156,-1.0816,0.3286,0.3204,0.3106,1.042,1.288,1.4948,1982-02-22
0.6666,0.6568,0.6492,-1.2798,-1.3023,-1.2156,0.3306,0.3286,0.3204,1.1719,1.042,1.288,1982-02-23
0.6704,0.6666,0.6568,-1.2674,-1.2798,-1.3023,0.3503,0.3306,0.3286,1.2206,1.1719,1.042,1982-02-24
0.6776,0.6704,0.6666,-1.2869,-1.2674,-1.2798,0.3697,0.3503,0.3306,1.1729,1.2206,1.1719,1982-02-25
0.6628,0.6776,0.6704,-1.2382,-1.2869,-1.2674,0.3558,0.3697,0.3503,1.2029,1.1729,1.2206,1982-02-26
0.6705,0.6628,0.6776,-1.2459,-1.2382,-1.2869,0.3708,0.3558,0.3697,1.1663,1.2029,1.1729,1982-02-27
0.6597,0.6705,0.6628,-1.2132,-1.2459,-1.2382,0.3617,0.3708,0.3558,1.2024,1.1663,1.2029,1982-02-28
0.6479,0.6597,0.6705,-1.1703,-1.2132,-1.2459,0.3503,0.3617,0.3708,1.2513,1.2024,1.1663,1982-03-01
0.6233,0.6479,0.6597,-1.0967,-1.1703,-1.2132,0.3484,0.3503,0.3617,1.3783,1.2513,1.2024,1982-03-02
0.6003,0.6233,0.6479,-1.0338,-1.0967,-1.1703,0.341,0.3484,0.3503,1.417,1.3783,1.2513,1982-03-03
0.6108,0.6003,0.6233,-1.0547,-1.0338,-1.0967,0.3468,0.341,0.3484,1.3284,1.417,1.3783,1982-03-04
0.6182,0.6108,0.6003,-1.0791,-1.0547,-1.0338,0.3513,0.3468,0.341,1.3114,1.3284,1.417,1982-03-05
0.6216,0.6182,0.6108,-1.0501,-1.0791,-1.0547,0.3608,0.3513,0.3468,1.3732,1.3114,1.3284,1982-03-06
0.6167,0.6216,0.6182,-1.0928,-1.0501,-1.0791,0.364,0.3608,0.3513,1.3367,1.3732,1.3114,1982-03-07
0.624,0.6167,0.6216,-1.1094,-1.0928,-1.0501,0.3641,0.364,0.3608,1.3421,1.3367,1.3732,1982-03-08
0.6316,0.624,0.6167,-1.1355,-1.1094,-1.0928,0.3722,0.3641,0.364,1.3036,1.3421,1.3367,1982-03-09
0.6434,0.6316,0.624,-1.1666,-1.1355,-1.1094,0.3748,0.3722,0.3641,1.4125,1.3036,1.3421,1982-03-10
0.6515,0.6434,0.6316,-1.197,-1.1666,-1.1355,0.378,0.3748,0.3722,1.4139,1.4125,1.3036,1982-03-11
0.6727,0.6515,0.6434,-1.2726,-1.197,-1.1666,0.3811,0.378,0.3748,1.4061,1.4139,1.4125,1982-03-12
0.6931,0.6727,0.6515,-1.3264,-1.2726,-1.197,0.3807,0.3811,0.378,1.4097,1.4061,1.4139,1982-03-13
0.6786,0.6931,0.6727,-1.3032,-1.3264,-1.2726,0.3754,0.3807,0.3811,1.5649,1.4097,1.4061,1982-03-14
0.6937,0.6786,0.6931,-1.3365,-1.3032,-1.3264,0.3811,0.3754,0.3807,1.484,1.5649,1.4097,1982-03-15
0.692,0.6937,0.6786,-1.3413,-1.3365,-1.3032,0.3922,0.3811,0.3754,1.4332,1.484,1.5649,1982-03-16
0.6858,0.692,0.6937,-1.2965,-1.3413,-1.3365,0.3778,0.3922,0.3811,1.4553,1.4332,1.484,1982-03-17
0.6662,0.6858,0.692,-1.2168,-1.2965,-1.3413,0.3725,0.3778,0.3922,1.5297,1.4553,1.4332,1982-03-18
0.6448,0.6662,0.6858,-1.1349,-1.2168,-1.2965,0.3708,0.3725,0.3778,1.558,1.5297,1.4553,1982-03-19
0.6318,0.6448,0.6662,-1.0822,-1.1349,-1.2168,0.352,0.3708,0.3725,1.5522,1.558,1.5297,1982-03-20
0.6138,0.6318,0.6448,-1.0569,-1.0822,-1.1349,0.3496,0.352,0.3708,1.4012,1.5522,1.558,1982-03-21
0.6445,0.6138,0.6318,-1.1183,-1.0569,-1.0822,0.3632,0.3496,0.352,1.2883,1.4012,1.5522,1982-03-22
0.6202,0.6445,0.6138,-1.0852,-1.1183,-1.0569,0.3348,0.3632,0.3496,1.2527,1.2883,1.4012,1982-03-23
0.6477,0.6202,0.6445,-1.1603,-1.0852,-1.1183,0.3577,0.3348,0.3632,1.2024,1.2527,1.2883,1982-03-24
0.6737,0.6477,0.6202,-1.2446,-1.1603,-1.0852,0.3701,0.3577,0.3348,1.1888,1.2024,1.2527,1982-03-25
0.6529,0.6737,0.6477,-1.2034,-1.2446,-1.1603,0.3642,0.3701,0.3577,1.2831,1.1888,1.2024,1982-03-26
